sample_id,whisper_word_position,token_piece_position,whisper_token,start_time_wav_s,end_time_wav_s,start_time_source_s,end_time_source_s,duration_s,probability,automatic_flags
-iRBcNs9oI8$_$8,6,1,that,1.66,2.04,1.66,2.04,0.3800000000000001,0.9953243732452393,
-iRBcNs9oI8$_$8,7,1,special,2.04,2.4,2.04,2.4,0.3599999999999999,0.9531575441360474,
-iRBcNs9oI8$_$8,8,1,someone,2.4,2.78,2.4,2.78,0.3799999999999999,0.9916879534721375,
-iRBcNs9oI8$_$8,9,1,So,3.64,4.06,3.64,4.06,0.4199999999999995,0.9877542853355408,
-iRBcNs9oI8$_$8,10,1,what,4.06,4.2,4.06,4.2,0.14000000000000057,0.7057698965072632,
-iRBcNs9oI8$_$8,11,1,is,4.2,4.34,4.2,4.34,0.13999999999999968,0.996453046798706,
-iRBcNs9oI8$_$8,12,1,the,4.34,4.48,4.34,4.48,0.14000000000000057,0.960902214050293,
-iRBcNs9oI8$_$8,13,1,secret,4.48,4.72,4.48,4.72,0.23999999999999932,0.99037766456604,
-iRBcNs9oI8$_$8,14,1,I'm,4.72,5.04,4.72,5.04,0.3200000000000003,0.9894242882728577,
-iRBcNs9oI8$_$8,15,1,telling,5.04,5.24,5.04,5.24,0.20000000000000018,0.9993365406990051,
-iRBcNs9oI8$_$8,16,1,you,5.24,5.5,5.24,5.5,0.2599999999999998,0.9950574636459351,
-iRBcNs9oI8$_$8,17,1,about,5.5,5.82,5.5,5.82,0.3200000000000003,0.999097466468811,
-iRBcNs9oI8$_$8,18,1,Well,6.44,6.7,6.44,6.7,0.2599999999999998,0.9956353306770325,
-iRBcNs9oI8$_$8,19,1,it,7.08,7.26,7.08,7.26,0.17999999999999972,0.9927535653114319,
-iRBcNs9oI8$_$8,20,1,is,7.26,7.44,7.26,7.44,0.1800000000000006,0.993075966835022,
-iRBcNs9oI8$_$8,21,1,the,7.44,7.68,7.44,7.68,0.23999999999999932,0.9752086400985718,
-iRBcNs9oI8$_$8,22,1,secret,7.68,8.0,7.68,8.0,0.3200000000000003,0.6731269508600235,
-lzEya4AM_4$_$5,1,1,If,0.0,0.6,0.0,0.6,0.6,0.8859710693359375,
-lzEya4AM_4$_$5,2,1,it,0.6,0.72,0.6,0.72,0.12,0.993889570236206,
-lzEya4AM_4$_$5,3,1,falls,0.72,0.94,0.72,0.94,0.21999999999999997,0.9952384233474731,
-lzEya4AM_4$_$5,4,1,into,0.94,1.24,0.94,1.24,0.30000000000000004,0.9636890888214111,
-lzEya4AM_4$_$5,5,1,any,1.24,1.7,1.24,1.7,0.45999999999999996,0.9661457538604736,
-lzEya4AM_4$_$5,6,1,of,1.7,1.9,1.7,1.9,0.19999999999999996,0.9911062121391296,
-lzEya4AM_4$_$5,7,1,those,1.9,2.06,1.9,2.06,0.16000000000000014,0.9887863397598267,
-lzEya4AM_4$_$5,8,1,three,2.06,2.28,2.06,2.28,0.21999999999999975,0.9467026591300964,
-lzEya4AM_4$_$5,9,1,categories,2.28,2.88,2.28,2.88,0.6000000000000001,0.9960177540779114,
-lzEya4AM_4$_$5,10,1,inducing,4.16,4.76,4.16,4.76,0.5999999999999996,0.920320987701416,
-lzEya4AM_4$_$5,11,1,nausea,4.76,5.36,4.76,5.36,0.6000000000000005,0.858155369758606,
-lzEya4AM_4$_$5,12,1,and,5.36,5.56,5.36,5.56,0.1999999999999993,0.5435306429862976,
-lzEya4AM_4$_$5,13,1,vomiting,5.56,5.9,5.56,5.9,0.34000000000000075,0.9995459914207458,
-lzEya4AM_4$_$5,14,1,would,5.9,6.34,5.9,6.34,0.4399999999999995,0.9527908563613892,
-lzEya4AM_4$_$5,15,1,be,6.34,6.48,6.34,6.48,0.14000000000000057,0.9987988471984863,
-lzEya4AM_4$_$5,16,1,your,6.48,6.58,6.48,6.58,0.09999999999999964,0.9901006817817688,
-lzEya4AM_4$_$5,17,1,next,6.58,6.78,6.58,6.78,0.20000000000000018,0.9981507658958435,
-lzEya4AM_4$_$5,18,1,step,6.78,7.04,6.78,7.04,0.2599999999999998,0.9992960691452026,
-lzEya4AM_4$_$6,1,1,If,0.0,0.66,0.0,0.66,0.66,0.8982383012771606,
-lzEya4AM_4$_$6,2,1,the,0.66,0.84,0.66,0.84,0.17999999999999994,0.9932210445404053,
-lzEya4AM_4$_$6,3,1,product,0.84,1.2,0.84,1.2,0.36,0.9814447164535522,
-lzEya4AM_4$_$6,4,1,or,1.2,1.66,1.2,1.66,0.45999999999999996,0.803094744682312,
-lzEya4AM_4$_$6,5,1,poison,1.66,2.0,1.66,2.0,0.3400000000000001,0.9861636757850647,
-lzEya4AM_4$_$6,6,1,is,2.0,2.26,2.0,2.26,0.2599999999999998,0.9724307656288147,
-lzEya4AM_4$_$6,7,1,some,2.26,2.42,2.26,2.42,0.16000000000000014,0.9934597015380859,
-lzEya4AM_4$_$6,8,1,type,2.42,2.6,2.42,2.6,0.18000000000000016,0.9787406325340271,
-lzEya4AM_4$_$6,9,1,of,2.6,2.82,2.6,2.82,0.21999999999999975,0.9949790835380554,
-lzEya4AM_4$_$6,10,1,petroleum,2.82,3.26,2.82,3.26,0.43999999999999995,0.9985501170158386,
-lzEya4AM_4$_$6,11,1,product,3.26,3.74,3.26,3.74,0.4800000000000004,0.9869697093963623,
-lzEya4AM_4$_$6,12,1,or,3.74,4.28,3.74,4.28,0.54,0.9413560032844543,
-lzEya4AM_4$_$6,13,1,corrosive,4.28,4.82,4.28,4.82,0.54,0.9966164231300354,
-lzEya4AM_4$_$6,14,1,product,4.82,5.2,4.82,5.2,0.3799999999999999,0.9985314607620239,
-lzEya4AM_4$_$6,15,1,you,5.56,5.9,5.56,5.9,0.34000000000000075,0.9848516583442688,
-lzEya4AM_4$_$6,16,1,would,5.9,6.06,5.9,6.06,0.15999999999999925,0.9955465793609619,
-lzEya4AM_4$_$6,17,1,not,6.06,6.26,6.06,6.26,0.20000000000000018,0.9983491897583008,
-lzEya4AM_4$_$6,18,1,attempt,6.26,6.78,6.26,6.78,0.5200000000000005,0.9984534978866577,
-lzEya4AM_4$_$6,19,1,to,6.78,7.34,6.78,7.34,0.5599999999999996,0.9970247149467468,
-lzEya4AM_4$_$6,20,1,induce,7.34,7.86,7.34,7.86,0.5200000000000005,0.9816238284111023,
-lzEya4AM_4$_$6,21,1,vomiting,7.86,8.28,7.86,8.28,0.41999999999999904,0.9988935589790344,
-lzEya4AM_4$_$6,22,1,and,8.28,8.68,8.28,8.68,0.40000000000000036,0.9762917160987854,
-lzEya4AM_4$_$6,23,1,nausea,8.68,9.02,8.68,9.02,0.33999999999999986,0.9996223449707031,
-lzEya4AM_4$_$6,24,1,As,9.5,9.74,9.5,9.74,0.2400000000000002,0.9893535375595093,
-lzEya4AM_4$_$6,25,1,the,9.74,9.94,9.74,9.94,0.1999999999999993,0.7968776822090149,
-lzEya4AM_4$_$6,26,1,product,9.94,10.26,9.94,10.26,0.3200000000000003,0.9945124387741089,
-lzEya4AM_4$_$6,27,1,burned,10.26,10.6,10.26,10.6,0.33999999999999986,0.9920786023139954,
-lzEya4AM_4$_$6,28,1,on,10.6,10.82,10.6,10.82,0.22000000000000064,0.9953948855400085,
-lzEya4AM_4$_$6,29,1,the,10.82,10.92,10.82,10.92,0.09999999999999964,0.9986963868141174,
-lzEya4AM_4$_$6,30,1,way,10.92,11.06,10.92,11.06,0.14000000000000057,0.9989990592002869,
-lzEya4AM_4$_$6,31,1,down,11.06,11.4,11.06,11.4,0.33999999999999986,0.9987138509750366,
-lzEya4AM_4$_$6,32,1,it,11.7,11.88,11.7,11.88,0.1800000000000015,0.9952318072319031,
-lzEya4AM_4$_$6,33,1,could,11.88,12.0,11.88,12.0,0.11999999999999922,0.9729831218719482,
-lzEya4AM_4$_$6,34,1,cause,12.0,12.26,12.0,12.26,0.2599999999999998,0.9965420365333557,
-lzEya4AM_4$_$6,35,1,damage,12.26,12.58,12.26,12.58,0.3200000000000003,0.9954012632369995,
-lzEya4AM_4$_$6,36,1,in,12.58,12.84,12.58,12.84,0.2599999999999998,0.47538912296295166,
-lzEya4AM_4$_$6,37,1,burning,12.84,13.1,12.84,13.1,0.2599999999999998,0.997825562953949,
-lzEya4AM_4$_$6,38,1,on,13.1,13.54,13.1,13.54,0.4399999999999995,0.9885198473930359,
-lzEya4AM_4$_$6,39,1,the,13.54,13.64,13.54,13.64,0.10000000000000142,0.9991068243980408,
-lzEya4AM_4$_$6,40,1,way,13.64,13.76,13.64,13.76,0.11999999999999922,0.9990509152412415,
-lzEya4AM_4$_$6,41,1,back,13.76,13.98,13.76,13.98,0.22000000000000064,0.9947836995124817,
-lzEya4AM_4$_$6,42,1,up,13.98,14.2,13.98,14.2,0.21999999999999886,0.9978826642036438,
-mJ2ud6oKI8$_$1,1,1,You,1.58,2.2800000000000002,1.58,2.2800000000000002,0.7000000000000002,0.18373042345046997,
-mJ2ud6oKI8$_$2,1,1,You,0.0,2.0,0.0,2.0,2.0,0.16936469078063965,very_long_duration_review
-mJ2ud6oKI8$_$6,1,1,that,0.0,0.14,0.0,0.14,0.14,0.8963896632194519,
-mJ2ud6oKI8$_$6,2,1,we,0.14,0.4,0.14,0.4,0.26,0.9980310797691345,
-mJ2ud6oKI8$_$6,3,1,all,0.4,0.68,0.4,0.68,0.28,0.9986580610275269,
-mJ2ud6oKI8$_$6,4,1,want,0.68,0.92,0.68,0.92,0.24,0.8024982213973999,
-mJ2ud6oKI8$_$6,5,1,to,0.92,1.04,0.92,1.04,0.12,0.9956738352775574,
-mJ2ud6oKI8$_$6,6,1,approach,1.04,1.4,1.04,1.4,0.3599999999999999,0.9972438812255859,
-mJ2ud6oKI8$_$6,7,1,really,1.4,1.94,1.4,1.94,0.54,0.46935445070266724,
-mJ2ud6oKI8$_$6,8,1,any,1.94,2.12,1.94,2.12,0.18000000000000016,0.7871361374855042,
-mJ2ud6oKI8$_$9,1,1,to,0.0,0.42,0.0,0.42,0.42,0.41084858775138855,
-mJ2ud6oKI8$_$9,2,1,find,0.42,0.66,0.42,0.66,0.24000000000000005,0.9524564743041992,
-mJ2ud6oKI8$_$9,3,1,out,0.66,0.92,0.66,0.92,0.26,0.9930145740509033,
-mJ2ud6oKI8$_$9,4,1,because,0.92,1.28,0.92,1.28,0.36,0.7039195895195007,
-mJ2ud6oKI8$_$9,5,1,you,1.28,1.42,1.28,1.42,0.1399999999999999,0.995435893535614,
-mJ2ud6oKI8$_$9,6,1,might,1.42,1.58,1.42,1.58,0.16000000000000014,0.9932088255882263,
-mJ2ud6oKI8$_$9,7,1,have,1.58,1.76,1.58,1.76,0.17999999999999994,0.9950746893882751,
-mJ2ud6oKI8$_$9,8,1,hip,1.76,1.96,1.76,1.96,0.19999999999999996,0.8955364227294922,
-mJ2ud6oKI8$_$9,9,1,osteoarthritis,1.96,2.66,1.96,2.66,0.7000000000000002,0.8415471017360687,
-mJ2ud6oKI8$_$9,10,1,but,2.66,3.04,2.66,3.04,0.3799999999999999,0.7175760865211487,
-mJ2ud6oKI8$_$9,11,1,that,3.04,3.14,3.04,3.14,0.10000000000000009,0.43513330817222595,
-mJ2ud6oKI8$_$9,12,1,you,3.14,3.26,3.14,3.26,0.11999999999999966,0.9986556768417358,
-mJ2ud6oKI8$_$9,13,1,could,3.26,3.38,3.26,3.38,0.1200000000000001,0.9034488201141357,
-mJ2ud6oKI8$_$9,14,1,also,3.38,3.6,3.38,3.6,0.2200000000000002,0.9967408776283264,
-mJ2ud6oKI8$_$9,15,1,have,3.6,3.86,3.6,3.86,0.2599999999999998,0.9988852143287659,
-mJ2ud6oKI8$_$9,16,1,other,3.86,4.32,3.86,4.32,0.4600000000000004,0.9977255463600159,
-mJ2ud6oKI8$_$9,17,1,you,4.32,5.4,4.32,5.4,1.08,0.5682766437530518,
-mJ2ud6oKI8$_$9,18,1,know,5.4,6.02,5.4,6.02,0.6199999999999992,0.9996709823608398,
-mJ2ud6oKI8$_$9,19,1,dysfunctions,6.02,6.54,6.02,6.54,0.5200000000000005,0.8392557501792908,
-mJ2ud6oKI8$_$9,20,1,around,6.54,6.74,6.54,6.74,0.20000000000000018,0.9852049350738525,
-mJ2ud6oKI8$_$9,21,1,your,6.74,6.88,6.74,6.88,0.13999999999999968,0.9122158288955688,
-mJ2ud6oKI8$_$8,1,1,We,0.52,0.88,0.52,0.88,0.36,0.4580743908882141,
-mJ2ud6oKI8$_$8,2,1,want,0.88,1.04,0.88,1.04,0.16000000000000003,0.8913188576698303,
-mJ2ud6oKI8$_$8,3,1,to,1.04,1.14,1.04,1.14,0.09999999999999987,0.9958374500274658,
-mJ2ud6oKI8$_$8,4,1,evaluate,1.14,1.48,1.14,1.48,0.3400000000000001,0.9446409344673157,
-mJ2ud6oKI8$_$8,5,1,them,1.48,1.84,1.48,1.84,0.3600000000000001,0.9890991449356079,
-mJ2ud6oKI8$_$8,6,1,you,2.04,2.06,2.04,2.06,0.020000000000000018,0.4594206213951111,
-mJ2ud6oKI8$_$8,7,1,know,2.06,2.16,2.06,2.16,0.10000000000000009,0.9980067610740662,
-mJ2ud6oKI8$_$8,8,1,give,2.26,2.26,2.26,2.26,0.0,0.9770125150680542,nonpositive_duration
-mJ2ud6oKI8$_$8,9,1,them,2.26,2.36,2.26,2.36,0.10000000000000009,0.9604836702346802,
-mJ2ud6oKI8$_$8,10,1,a,2.36,2.48,2.36,2.48,0.1200000000000001,0.99440997838974,
-mJ2ud6oKI8$_$8,11,1,full,2.48,2.78,2.48,2.78,0.2999999999999998,0.9929978847503662,
-mJ2ud6oKI8$_$8,12,1,thorough,2.78,3.1,2.78,3.1,0.3200000000000003,0.9257428050041199,
-mJ2ud6oKI8$_$8,13,1,evaluation,3.1,3.76,3.1,3.76,0.6599999999999997,0.9985870122909546,
-mJ2ud6oKI8$_$8,14,1,to,3.76,3.98,3.76,3.98,0.2200000000000002,0.8258501887321472,
-mJ2ud6oKI8$_$8,15,1,find,3.98,4.14,3.98,4.14,0.1599999999999997,0.6397684812545776,
-mqbVkbCndg$_$0,1,1,How,0.0,0.38,0.0,0.38,0.38,0.903985321521759,
-mqbVkbCndg$_$0,2,1,at,0.38,0.94,0.38,0.94,0.5599999999999999,0.6793640851974487,
-mqbVkbCndg$_$0,3,1,a,0.94,1.06,0.94,1.06,0.1200000000000001,0.995926022529602,
-mqbVkbCndg$_$0,4,1,particular,1.06,1.34,1.06,1.34,0.28,0.9976809024810791,
-mqbVkbCndg$_$0,5,1,moment,1.34,1.84,1.34,1.84,0.5,0.9962963461875916,
-mqbVkbCndg$_$0,6,1,in,1.84,2.18,1.84,2.18,0.3400000000000001,0.995187520980835,
-mqbVkbCndg$_$0,7,1,time,2.18,2.52,2.18,2.52,0.33999999999999986,0.9983441829681396,
-mqbVkbCndg$_$0,8,1,our,2.7,2.92,2.7,2.92,0.21999999999999975,0.9645101428031921,
-mqbVkbCndg$_$0,9,1,moment,2.92,3.24,2.92,3.24,0.3200000000000003,0.9916918277740479,
-mqbVkbCndg$_$0,10,1,in,3.24,3.6,3.24,3.6,0.3599999999999999,0.9924523234367371,
-mqbVkbCndg$_$0,11,1,time,3.6,4.0,3.6,4.0,0.3999999999999999,0.9996235370635986,
-mqbVkbCndg$_$0,12,1,are,4.32,4.62,4.32,4.62,0.2999999999999998,0.99750816822052,
-mqbVkbCndg$_$0,13,1,they,4.62,4.94,4.62,4.94,0.3200000000000003,0.9992477893829346,
-mqbVkbCndg$_$0,14,1,limited,4.94,5.64,4.94,5.64,0.6999999999999993,0.9933401942253113,
-t217m2on-s$_$2,1,1,But,0.0,0.68,0.0,0.68,0.68,0.5415016412734985,
-t217m2on-s$_$2,2,1,a,0.68,1.38,0.68,1.38,0.6999999999999998,0.8815295696258545,
-t217m2on-s$_$2,3,1,good,1.38,1.54,1.38,1.54,0.16000000000000014,0.9807708859443665,
-t217m2on-s$_$2,4,1,thing,1.54,1.74,1.54,1.74,0.19999999999999996,0.9959844350814819,
-t217m2on-s$_$2,5,1,to,1.74,1.86,1.74,1.86,0.1200000000000001,0.9801713228225708,
-t217m2on-s$_$2,6,1,do,1.86,1.96,1.86,1.96,0.09999999999999987,0.9971265196800232,
-t217m2on-s$_$2,7,1,is,1.96,2.08,1.96,2.08,0.1200000000000001,0.9838899374008179,
-t217m2on-s$_$2,8,1,yawning,2.08,3.08,2.08,3.08,1.0,0.7328837960958481,
-t217m2on-s$_$2,9,1,Chewing,3.62,3.88,3.62,3.88,0.2599999999999998,0.971761554479599,
-t217m2on-s$_$2,10,1,gum,3.88,4.18,3.88,4.18,0.2999999999999998,0.9976316690444946,
-t217m2on-s$_$2,11,1,is,4.18,4.4,4.18,4.4,0.22000000000000064,0.9941524863243103,
-t217m2on-s$_$2,12,1,effective,4.4,4.86,4.4,4.86,0.45999999999999996,0.9849432706832886,
-t217m2on-s$_$7,1,1,If,0.0,0.62,0.0,0.62,0.62,0.8049013614654541,
-t217m2on-s$_$7,2,1,you,0.62,0.78,0.62,0.78,0.16000000000000003,0.9979423880577087,
-t217m2on-s$_$7,3,1,find,0.78,1.06,0.78,1.06,0.28,0.9968672394752502,
-t217m2on-s$_$7,4,1,that,1.06,1.32,1.06,1.32,0.26,0.9848783612251282,
-t217m2on-s$_$7,5,1,your,1.32,1.56,1.32,1.56,0.24,0.9847524762153625,
-t217m2on-s$_$7,6,1,ears,1.56,1.96,1.56,1.96,0.3999999999999999,0.9943517446517944,
-t217m2on-s$_$7,7,1,consistently,1.96,3.6,1.96,3.6,1.6400000000000001,0.5469586253166199,very_long_duration_review
-t217m2on-s$_$7,8,1,do,3.6,4.42,3.6,4.42,0.8199999999999998,0.9944936633110046,
-t217m2on-s$_$7,9,1,this,4.42,4.66,4.42,4.66,0.2400000000000002,0.9991395473480225,
-t217m2on-s$_$7,10,1,and,4.66,4.86,4.66,4.86,0.20000000000000018,0.8059030771255493,
-t217m2on-s$_$7,11,1,you,4.86,5.0,4.86,5.0,0.13999999999999968,0.9910494089126587,
-t217m2on-s$_$7,12,1,can't,5.0,5.44,5.0,5.44,0.4400000000000004,0.9856958389282227,
-t217m2on-s$_$7,13,1,pop,5.44,5.78,5.44,5.78,0.33999999999999986,0.987203061580658,
-t217m2on-s$_$7,14,1,them,5.78,6.02,5.78,6.02,0.23999999999999932,0.9957380294799805,
-t217m2on-s$_$7,15,1,often,6.02,6.44,6.02,6.44,0.4200000000000008,0.8463388085365295,
-t217m2on-s$_$7,16,1,you'll,6.9,7.1,6.9,7.1,0.1999999999999993,0.7693890333175659,
-t217m2on-s$_$7,17,1,definitely,7.1,7.3,7.1,7.3,0.20000000000000018,0.993992269039154,
-t217m2on-s$_$7,18,1,need,7.3,7.86,7.3,7.86,0.5600000000000005,0.8555898070335388,
-t217m2on-s$_$7,19,1,to,7.86,8.02,7.86,8.02,0.15999999999999925,0.9981631636619568,
-t217m2on-s$_$7,20,1,see,8.02,8.2,8.02,8.2,0.17999999999999972,0.9936395287513733,
-t217m2on-s$_$7,21,1,a,8.2,8.34,8.2,8.34,0.14000000000000057,0.9891112446784973,
-t217m2on-s$_$7,22,1,physician,8.34,8.78,8.34,8.78,0.4399999999999995,0.9982131719589233,
-t217m2on-s$_$7,23,1,regarding,8.78,9.76,8.78,9.76,0.9800000000000004,0.9821268916130066,
-t217m2on-s$_$7,24,1,those,9.76,10.1,9.76,10.1,0.33999999999999986,0.9958620071411133,
-t217m2on-s$_$7,25,1,things,10.1,10.44,10.1,10.44,0.33999999999999986,0.9986488223075867,
-t217m2on-s$_$7,26,1,It,10.86,10.98,10.86,10.98,0.120000000000001,0.9940097332000732,
-t217m2on-s$_$7,27,1,could,10.98,11.14,10.98,11.14,0.16000000000000014,0.9984684586524963,
-t217m2on-s$_$7,28,1,be,11.14,11.36,11.14,11.36,0.21999999999999886,0.9978824257850647,
-t217m2on-s$_$7,29,1,something,11.36,11.56,11.36,11.56,0.20000000000000107,0.9778878092765808,
-t217m2on-s$_$7,30,1,more,11.56,11.94,11.56,11.94,0.379999999999999,0.9923701286315918,
-t217m2on-s$_$7,31,1,of,11.94,12.08,11.94,12.08,0.14000000000000057,0.9892995357513428,
-t217m2on-s$_$7,32,1,a,12.08,12.16,12.08,12.16,0.08000000000000007,0.989463210105896,
-t217m2on-s$_$7,33,1,nasal,12.16,12.46,12.16,12.46,0.3000000000000007,0.9939518570899963,
-t217m2on-s$_$7,34,1,infection,12.46,12.94,12.46,12.94,0.47999999999999865,0.9666379690170288,
-t217m2on-s$_$7,35,1,or,12.94,13.4,12.94,13.4,0.46000000000000085,0.9575603604316711,
-t217m2on-s$_$7,36,1,a,13.4,13.52,13.4,13.52,0.11999999999999922,0.9609844088554382,
-t217m2on-s$_$7,37,1,sinus,13.52,13.92,13.52,13.92,0.40000000000000036,0.9935645461082458,
-t217m2on-s$_$7,38,1,infection,13.92,14.5,13.92,14.5,0.5800000000000001,0.998271107673645,
-t217m2on-s$_$7,39,1,that,14.5,15.28,14.5,15.28,0.7799999999999994,0.9335046410560608,
-t217m2on-s$_$7,40,1,he,15.28,15.5,15.28,15.5,0.22000000000000064,0.9986530542373657,
-t217m2on-s$_$7,41,1,would,15.5,15.72,15.5,15.72,0.22000000000000064,0.9939911961555481,
-t217m2on-s$_$7,42,1,need,15.72,15.92,15.72,15.92,0.1999999999999993,0.9967089891433716,
-t217m2on-s$_$7,43,1,to,15.92,16.08,15.92,16.08,0.15999999999999837,0.9969701766967773,
-t217m2on-s$_$7,44,1,deal,16.08,16.24,16.08,16.24,0.16000000000000014,0.9990597367286682,
-t217m2on-s$_$7,45,1,with,16.24,16.48,16.24,16.48,0.240000000000002,0.9989902377128601,
-tANM6ETl_M$_$3,1,1,The,0.0,0.62,0.0,0.62,0.62,0.7864065170288086,
-tANM6ETl_M$_$3,2,1,first,0.62,0.88,0.62,0.88,0.26,0.9942955374717712,
-tANM6ETl_M$_$3,3,1,place,0.88,1.22,0.88,1.22,0.33999999999999997,0.9934152364730835,
-tANM6ETl_M$_$3,4,1,is,1.22,1.46,1.22,1.46,0.24,0.9854228496551514,
-tANM6ETl_M$_$3,5,1,either,1.46,1.7,1.46,1.7,0.24,0.96430903673172,
-tANM6ETl_M$_$3,6,1,you,1.7,1.96,1.7,1.96,0.26,0.9747502207756042,
-tANM6ETl_M$_$3,7,1,have,1.96,2.18,1.96,2.18,0.2200000000000002,0.9969215989112854,
-tANM6ETl_M$_$3,8,1,a,2.18,2.36,2.18,2.36,0.17999999999999972,0.9844837784767151,
-tANM6ETl_M$_$3,9,1,prospect,2.36,2.76,2.36,2.76,0.3999999999999999,0.9972477555274963,
-tANM6ETl_M$_$3,10,1,or,2.76,3.02,2.76,3.02,0.26000000000000023,0.9741029143333435,
-tANM6ETl_M$_$3,11,1,a,3.02,3.12,3.02,3.12,0.10000000000000009,0.9185936450958252,
-tANM6ETl_M$_$3,12,1,customer,3.12,3.44,3.12,3.44,0.31999999999999984,0.9977355003356934,
-tANM6ETl_M$_$3,13,1,who's,3.44,3.7,3.44,3.7,0.26000000000000023,0.8374725878238678,
-tANM6ETl_M$_$3,14,1,never,3.7,4.1,3.7,4.1,0.39999999999999947,0.9982582926750183,
-tANM6ETl_M$_$3,15,1,done,4.1,4.42,4.1,4.42,0.3200000000000003,0.9972207546234131,
-tANM6ETl_M$_$3,16,1,it,4.42,4.62,4.42,4.62,0.20000000000000018,0.9962790608406067,
-tANM6ETl_M$_$3,17,1,before,4.62,5.0,4.62,5.0,0.3799999999999999,0.9992037415504456,
-tANM6ETl_M$_$3,18,1,They've,5.14,5.38,5.14,5.38,0.2400000000000002,0.9884226620197296,
-tANM6ETl_M$_$3,19,1,never,5.38,5.6,5.38,5.6,0.21999999999999975,0.9991288781166077,
-tANM6ETl_M$_$3,20,1,tried,5.6,5.9,5.6,5.9,0.3000000000000007,0.997852087020874,
-tANM6ETl_M$_$3,21,1,it,5.9,6.16,5.9,6.16,0.2599999999999998,0.9885388016700745,
-tPCytz4rww$_$11,1,1,So,0.0,0.2,0.0,0.2,0.2,0.7692775726318359,
-tPCytz4rww$_$11,2,1,make,0.2,0.62,0.2,0.62,0.42,0.7972212433815002,
-tPCytz4rww$_$11,3,1,sure,0.62,0.82,0.62,0.82,0.19999999999999996,0.9979979395866394,
-tPCytz4rww$_$11,4,1,that,0.82,1.0,0.82,1.0,0.18000000000000005,0.8903164863586426,
-tPCytz4rww$_$11,5,1,you're,1.0,1.18,1.0,1.18,0.17999999999999994,0.9315000176429749,
-tPCytz4rww$_$11,6,1,using,1.18,1.48,1.18,1.48,0.30000000000000004,0.9982957243919373,
-tPCytz4rww$_$11,7,1,comps,1.48,1.94,1.48,1.94,0.45999999999999996,0.9877723753452301,
-tPCytz4rww$_$11,8,1,that,1.94,2.06,1.94,2.06,0.1200000000000001,0.9924121499061584,
-tPCytz4rww$_$11,9,1,are,2.06,2.14,2.06,2.14,0.08000000000000007,0.9919959306716919,
-tPCytz4rww$_$11,10,1,no,2.14,2.32,2.14,2.32,0.17999999999999972,0.9960457682609558,
-tPCytz4rww$_$11,11,1,larger,2.32,2.76,2.32,2.76,0.43999999999999995,0.9908214211463928,
-tPCytz4rww$_$11,12,1,than,2.76,3.84,2.76,3.84,1.08,0.6111233830451965,
-tPCytz4rww$_$11,13,1,1,3.84,4.06,3.84,4.06,0.21999999999999975,0.3686310350894928,
-tPCytz4rww$_$11,14,1,200,4.06,4.32,4.06,4.32,0.2600000000000007,0.9986356794834137,
-tPCytz4rww$_$11,15,1,square,4.32,4.56,4.32,4.56,0.23999999999999932,0.9672465324401855,
-tPCytz4rww$_$11,16,1,feet,4.56,4.82,4.56,4.82,0.2600000000000007,0.9934514760971069,
-tPCytz4rww$_$11,17,1,no,4.92,5.0,4.92,5.0,0.08000000000000007,0.9887998104095459,
-tPCytz4rww$_$11,18,1,less,5.0,5.2,5.0,5.2,0.20000000000000018,0.9994694590568542,
-tPCytz4rww$_$10,1,1,footage,0.0,0.34,0.0,0.34,0.34,0.8899179697036743,
-tPCytz4rww$_$10,2,1,say,0.48,0.72,0.48,0.72,0.24,0.9766035079956055,
-tPCytz4rww$_$10,3,1,20,0.72,1.38,0.72,1.38,0.6599999999999999,0.6061563342809677,
-tPCytz4rww$_$10,4,1,So,1.38,1.74,1.38,1.74,0.3600000000000001,0.9361037015914917,
-tPCytz4rww$_$10,5,1,if,1.74,2.02,1.74,2.02,0.28,0.7896568775177002,
-tPCytz4rww$_$10,6,1,you've,2.02,2.22,2.02,2.22,0.20000000000000018,0.9725205302238464,
-tPCytz4rww$_$10,7,1,got,2.22,2.34,2.22,2.34,0.11999999999999966,0.997057318687439,
-tPCytz4rww$_$10,8,1,a,2.34,2.44,2.34,2.44,0.10000000000000009,0.8068570494651794,
-tPCytz4rww$_$10,9,1,thousand,2.44,2.72,2.44,2.72,0.28000000000000025,0.5289089679718018,
-tPCytz4rww$_$10,10,1,square,2.72,2.98,2.72,2.98,0.2599999999999998,0.8559069633483887,
-tPCytz4rww$_$10,11,1,foot,2.98,3.32,2.98,3.32,0.33999999999999986,0.9423442482948303,
-tPCytz4rww$_$10,12,1,condo,3.32,4.02,3.32,4.02,0.6999999999999997,0.9766851663589478,
-tPCytz4rww$_$10,13,1,make,4.5,4.54,4.5,4.54,0.040000000000000036,0.9692003130912781,
-tPCytz4rww$_$10,14,1,sure,4.54,4.64,4.54,4.64,0.09999999999999964,0.9676581025123596,
-tPCytz4rww$_$12,1,1,square,0.0,0.2,0.0,0.2,0.2,0.613765299320221,
-tPCytz4rww$_$12,2,1,feet,0.2,0.44,0.2,0.44,0.24,0.987571120262146,
-tPCytz4rww$_$12,3,1,no,0.6,0.64,0.6,0.64,0.040000000000000036,0.979428231716156,
-tPCytz4rww$_$12,4,1,less,0.64,0.84,0.64,0.84,0.19999999999999996,0.9979580640792847,
