sample_id,comparison_operation,official_token_index,official_token,whisper_token_index,whisper_token,critical_token_difference,whisper_start_time_wav_s,whisper_end_time_wav_s,whisper_start_time_source_s,whisper_end_time_source_s,whisper_time_automatic_flags,timestamp_comparison_note
-6rXp3zJ3kc$_$8,match,13,and,15,and,False,3.88,4.1,3.88,4.1,,Whisper估计时间；原文词时间待MFA步骤
-6rXp3zJ3kc$_$8,match,14,they,16,they,False,4.1,4.26,4.1,4.26,,Whisper估计时间；原文词时间待MFA步骤
-6rXp3zJ3kc$_$8,match,15,realize,17,realize,False,4.26,4.68,4.26,4.68,,Whisper估计时间；原文词时间待MFA步骤
-6rXp3zJ3kc$_$8,match,16,that,18,that,False,4.68,5.02,4.68,5.02,,Whisper估计时间；原文词时间待MFA步骤
-6rXp3zJ3kc$_$8,match,17,gosh,19,gosh,False,5.02,5.32,5.02,5.32,,Whisper估计时间；原文词时间待MFA步骤
-6rXp3zJ3kc$_$8,substitution,18,they,20,they've,False,5.42,5.94,5.42,5.94,,Whisper估计时间；原文词时间待MFA步骤
-6rXp3zJ3kc$_$8,match,19,wasted,21,wasted,False,5.94,6.18,5.94,6.18,,Whisper估计时间；原文词时间待MFA步骤
-6rXp3zJ3kc$_$8,match,20,a,22,a,False,6.18,6.38,6.18,6.38,,Whisper估计时间；原文词时间待MFA步骤
-6rXp3zJ3kc$_$8,match,21,lot,23,lot,False,6.38,6.56,6.38,6.56,,Whisper估计时间；原文词时间待MFA步骤
-6rXp3zJ3kc$_$8,match,22,of,24,of,False,6.56,6.68,6.56,6.68,,Whisper估计时间；原文词时间待MFA步骤
-6rXp3zJ3kc$_$8,match,23,time,25,time,False,6.68,7.02,6.68,7.02,,Whisper估计时间；原文词时间待MFA步骤
-6rXp3zJ3kc$_$8,match,24,and,26,and,False,7.02,7.26,7.02,7.26,,Whisper估计时间；原文词时间待MFA步骤
-6rXp3zJ3kc$_$8,match,25,money,27,money,False,7.26,7.58,7.26,7.58,,Whisper估计时间；原文词时间待MFA步骤
-6rXp3zJ3kc$_$8,match,26,in,28,in,False,7.58,8.74,7.58,8.74,,Whisper估计时间；原文词时间待MFA步骤
-6rXp3zJ3kc$_$8,match,27,placing,29,placing,False,8.74,9.54,8.74,9.54,,Whisper估计时间；原文词时间待MFA步骤
-6rXp3zJ3kc$_$8,match,28,bets,30,bets,False,9.54,9.86,9.54,9.86,,Whisper估计时间；原文词时间待MFA步骤
-6rXp3zJ3kc$_$8,match,29,on,31,on,False,9.86,10.08,9.86,10.08,,Whisper估计时间；原文词时间待MFA步骤
-6rXp3zJ3kc$_$8,match,30,stock,32,stock,False,10.08,10.4,10.08,10.4,,Whisper估计时间；原文词时间待MFA步骤
-6rXp3zJ3kc$_$8,match,31,that's,33,that's,False,10.4,10.76,10.4,10.76,,Whisper估计时间；原文词时间待MFA步骤
-6rXp3zJ3kc$_$8,match,32,ultimately,34,ultimately,False,10.76,11.16,10.76,11.16,,Whisper估计时间；原文词时间待MFA步骤
-6rXp3zJ3kc$_$8,match,33,lost,35,lost,False,11.16,11.66,11.16,11.66,,Whisper估计时间；原文词时间待MFA步骤
-6rXp3zJ3kc$_$8,match,34,value,36,value,False,11.66,12.16,11.66,12.16,,Whisper估计时间；原文词时间待MFA步骤
-9y-fZ3swSY$_$0,deletion_official,1,is,,,False,,,,,,原文词时间待MFA步骤
-9y-fZ3swSY$_$0,match,2,you,1,you,False,0.0,0.22,0.0,0.22,,Whisper估计时间；原文词时间待MFA步骤
-9y-fZ3swSY$_$0,match,3,can,2,can,False,0.22,0.36,0.22,0.36,,Whisper估计时间；原文词时间待MFA步骤
-9y-fZ3swSY$_$0,match,4,say,3,say,False,0.36,0.62,0.36,0.62,,Whisper估计时间；原文词时间待MFA步骤
-9y-fZ3swSY$_$0,match,5,hey,4,hey,False,0.62,1.04,0.62,1.04,,Whisper估计时间；原文词时间待MFA步骤
-9y-fZ3swSY$_$0,insertion_whisper,,,5,you,False,1.04,1.56,1.04,1.56,,Whisper估计时间；原文词时间待MFA步骤
-9y-fZ3swSY$_$0,insertion_whisper,,,6,know,False,1.56,1.66,1.56,1.66,,Whisper估计时间；原文词时间待MFA步骤
-9y-fZ3swSY$_$0,insertion_whisper,,,7,what,False,1.66,1.76,1.66,1.76,,Whisper估计时间；原文词时间待MFA步骤
-9y-fZ3swSY$_$0,match,6,I,8,I,False,1.76,1.98,1.76,1.98,,Whisper估计时间；原文词时间待MFA步骤
-9y-fZ3swSY$_$0,match,7,really,9,really,False,1.98,2.22,1.98,2.22,,Whisper估计时间；原文词时间待MFA步骤
-9y-fZ3swSY$_$0,match,8,like,10,like,False,2.22,2.74,2.22,2.74,,Whisper估计时间；原文词时间待MFA步骤
-9y-fZ3swSY$_$0,deletion_official,9,baby,,,False,,,,,,原文词时间待MFA步骤
-9y-fZ3swSY$_$0,substitution,10,skin,11,baby's,False,2.74,3.42,2.74,3.42,,Whisper估计时间；原文词时间待MFA步骤
-9y-fZ3swSY$_$0,substitution,11,they,12,kid,False,3.42,3.62,3.42,3.62,,Whisper估计时间；原文词时间待MFA步骤
-9y-fZ3swSY$_$0,substitution,12,are,13,they're,False,3.62,3.86,3.62,3.86,,Whisper估计时间；原文词时间待MFA步骤
-9y-fZ3swSY$_$0,match,13,so,14,so,False,3.86,4.04,3.86,4.04,,Whisper估计时间；原文词时间待MFA步骤
-9y-fZ3swSY$_$0,match,14,soft,15,soft,False,4.04,4.56,4.04,4.56,,Whisper估计时间；原文词时间待MFA步骤
-9y-fZ3swSY$_$0,match,15,they,16,they,False,4.56,4.74,4.56,4.74,,Whisper估计时间；原文词时间待MFA步骤
-9y-fZ3swSY$_$0,match,16,don't,17,don't,False,4.74,4.94,4.74,4.94,,Whisper估计时间；原文词时间待MFA步骤
-9y-fZ3swSY$_$0,match,17,have,18,have,False,4.94,5.22,4.94,5.22,,Whisper估计时间；原文词时间待MFA步骤
-9y-fZ3swSY$_$0,match,18,any,19,any,False,5.22,5.42,5.22,5.42,,Whisper估计时间；原文词时间待MFA步骤
-9y-fZ3swSY$_$0,match,19,hair,20,hair,False,5.42,5.68,5.42,5.68,,Whisper估计时间；原文词时间待MFA步骤
-9y-fZ3swSY$_$0,match,20,on,21,on,False,5.68,5.84,5.68,5.84,,Whisper估计时间；原文词时间待MFA步骤
-9y-fZ3swSY$_$0,match,21,their,22,their,False,5.84,5.98,5.84,5.98,,Whisper估计时间；原文词时间待MFA步骤
-9y-fZ3swSY$_$0,match,22,face,23,face,False,5.98,6.22,5.98,6.22,,Whisper估计时间；原文词时间待MFA步骤
-9y-fZ3swSY$_$0,insertion_whisper,,,24,it's,False,6.22,6.5,6.22,6.5,,Whisper估计时间；原文词时间待MFA步骤
-9y-fZ3swSY$_$0,insertion_whisper,,,25,so,False,6.5,6.68,6.5,6.68,,Whisper估计时间；原文词时间待MFA步骤
-9y-fZ3swSY$_$4,match,1,I've,1,I've,False,0.0,0.52,0.0,0.52,,Whisper估计时间；原文词时间待MFA步骤
-9y-fZ3swSY$_$4,match,2,seen,2,seen,False,0.52,0.68,0.52,0.68,,Whisper估计时间；原文词时间待MFA步骤
-9y-fZ3swSY$_$4,match,3,this,3,this,False,0.68,0.9,0.68,0.9,,Whisper估计时间；原文词时间待MFA步骤
-9y-fZ3swSY$_$4,match,4,in,4,in,False,0.9,1.12,0.9,1.12,,Whisper估计时间；原文词时间待MFA步骤
-9y-fZ3swSY$_$4,match,5,US,5,US,False,1.12,1.4,1.12,1.4,,Whisper估计时间；原文词时间待MFA步骤
-9y-fZ3swSY$_$4,match,6,or,6,or,False,1.4,1.88,1.4,1.88,,Whisper估计时间；原文词时间待MFA步骤
-9y-fZ3swSY$_$4,match,7,in,7,in,False,1.88,2.02,1.88,2.02,,Whisper估计时间；原文词时间待MFA步骤
-9y-fZ3swSY$_$4,match,8,the,8,the,False,2.02,2.16,2.02,2.16,,Whisper估计时间；原文词时间待MFA步骤
-9y-fZ3swSY$_$4,match,9,US,9,US,False,2.16,2.42,2.16,2.42,,Whisper估计时间；原文词时间待MFA步骤
-9y-fZ3swSY$_$8,insertion_whisper,,,1,man,False,0.0,0.18,0.0,0.18,,Whisper估计时间；原文词时间待MFA步骤
-9y-fZ3swSY$_$8,match,1,That's,2,that's,False,0.34,0.52,0.34,0.52,,Whisper估计时间；原文词时间待MFA步骤
-9y-fZ3swSY$_$8,match,2,a,3,a,False,0.52,0.62,0.52,0.62,,Whisper估计时间；原文词时间待MFA步骤
-9y-fZ3swSY$_$8,match,3,more,4,more,False,0.62,1.12,0.62,1.12,,Whisper估计时间；原文词时间待MFA步骤
-9y-fZ3swSY$_$8,match,4,decent,5,decent,False,1.12,1.74,1.12,1.74,,Whisper估计时间；原文词时间待MFA步骤
-9y-fZ3swSY$_$8,match,5,and,6,and,False,1.74,2.2,1.74,2.2,,Whisper估计时间；原文词时间待MFA步骤
-9y-fZ3swSY$_$8,match,6,more,7,more,False,2.2,2.34,2.2,2.34,,Whisper估计时间；原文词时间待MFA步骤
-9y-fZ3swSY$_$8,match,7,polite,8,polite,False,2.34,2.72,2.34,2.72,,Whisper估计时间；原文词时间待MFA步骤
-9y-fZ3swSY$_$8,match,8,way,9,way,False,2.72,3.04,2.72,3.04,,Whisper估计时间；原文词时间待MFA步骤
-9y-fZ3swSY$_$8,match,9,to,10,to,False,3.04,3.28,3.04,3.28,,Whisper估计时间；原文词时间待MFA步骤
-9y-fZ3swSY$_$8,match,10,call,11,call,False,3.28,3.62,3.28,3.62,,Whisper估计时间；原文词时间待MFA步骤
-9y-fZ3swSY$_$8,match,11,a,12,a,False,3.62,4.06,3.62,4.06,,Whisper估计时间；原文词时间待MFA步骤
-9y-fZ3swSY$_$8,match,12,lady,13,lady,False,4.06,4.3,4.06,4.3,,Whisper估计时间；原文词时间待MFA步骤
-AUZQgSxyPQ$_$2,match,1,The,1,The,False,0.0,0.58,0.0,0.58,,Whisper估计时间；原文词时间待MFA步骤
-AUZQgSxyPQ$_$2,match,2,perfect,2,perfect,False,0.58,0.92,0.58,0.92,,Whisper估计时间；原文词时间待MFA步骤
-AUZQgSxyPQ$_$2,substitution,3,soul,3,soulmate,False,0.92,1.5,0.92,1.5,,Whisper估计时间；原文词时间待MFA步骤
-AUZQgSxyPQ$_$2,substitution,4,mate,4,to,False,1.5,1.72,1.5,1.72,,Whisper估计时间；原文词时间待MFA步骤
-AUZQgSxyPQ$_$2,substitution,5,to,5,declare,False,1.72,2.02,1.72,2.02,,Whisper估计时间；原文词时间待MFA步骤
-AUZQgSxyPQ$_$2,substitution,6,the,6,a,False,2.02,2.22,2.02,2.22,,Whisper估计时间；原文词时间待MFA步骤
-AUZQgSxyPQ$_$2,substitution,7,Clarisonic,7,cynic,False,2.22,2.7,2.22,2.7,,Whisper估计时间；原文词时间待MFA步骤
-AUZQgSxyPQ$_$2,match,8,Spot,8,spot,False,2.7,3.36,2.7,3.36,,Whisper估计时间；原文词时间待MFA步骤
-AUZQgSxyPQ$_$2,match,9,Therapy,9,therapy,False,3.36,3.9,3.36,3.9,,Whisper估计时间；原文词时间待MFA步骤
-AUZQgSxyPQ$_$2,match,10,Brush,10,brush,False,3.9,4.3,3.9,4.3,,Whisper估计时间；原文词时间待MFA步骤
-AUZQgSxyPQ$_$2,match,11,this,11,This,False,4.98,5.12,4.98,5.12,,Whisper估计时间；原文词时间待MFA步骤
-AUZQgSxyPQ$_$2,match,12,gentle,12,gentle,False,5.12,5.56,5.12,5.56,,Whisper估计时间；原文词时间待MFA步骤
-AUZQgSxyPQ$_$2,match,13,Ph,13,pH,False,5.56,6.02,5.56,6.02,,Whisper估计时间；原文词时间待MFA步骤
-AUZQgSxyPQ$_$2,match,14,balanced,14,balanced,False,6.02,6.52,6.02,6.52,,Whisper估计时间；原文词时间待MFA步骤
-AUZQgSxyPQ$_$2,match,15,and,15,and,False,6.52,6.82,6.52,6.82,,Whisper估计时间；原文词时间待MFA步骤
-AUZQgSxyPQ$_$2,match,16,hydrating,16,hydrating,False,6.82,7.48,6.82,7.48,,Whisper估计时间；原文词时间待MFA步骤
-AUZQgSxyPQ$_$2,match,17,exfoliant,17,exfoliant,False,7.48,8.34,7.48,8.34,,Whisper估计时间；原文词时间待MFA步骤
-AUZQgSxyPQ$_$2,substitution,18,containing,18,contains,False,8.34,9.18,8.34,9.18,,Whisper估计时间；原文词时间待MFA步骤
-AUZQgSxyPQ$_$2,match,19,jojoba,19,jojoba,False,9.18,9.86,9.18,9.86,,Whisper估计时间；原文词时间待MFA步骤
-AUZQgSxyPQ$_$2,match,20,and,20,and,False,9.86,10.4,9.86,10.4,,Whisper估计时间；原文词时间待MFA步骤
-AUZQgSxyPQ$_$2,match,21,acai,21,acai,False,10.4,10.84,10.4,10.84,,Whisper估计时间；原文词时间待MFA步骤
-AUZQgSxyPQ$_$2,match,22,fruit,22,fruit,False,10.84,11.3,10.84,11.3,,Whisper估计时间；原文词时间待MFA步骤
-AUZQgSxyPQ$_$2,match,23,oils,23,oils,False,11.3,11.74,11.3,11.74,,Whisper估计时间；原文词时间待MFA步骤
-AUZQgSxyPQ$_$2,substitution,24,and,24,with,False,11.74,12.54,11.74,12.54,,Whisper估计时间；原文词时间待MFA步骤
-AUZQgSxyPQ$_$2,match,25,bamboo,25,bamboo,False,12.54,13.1,12.54,13.1,,Whisper估计时间；原文词时间待MFA步骤
-AUZQgSxyPQ$_$2,match,26,and,26,and,False,13.1,13.68,13.1,13.68,,Whisper估计时间；原文词时间待MFA步骤
-AUZQgSxyPQ$_$2,match,27,prickly,27,prickly,False,13.68,14.1,13.68,14.1,,Whisper估计时间；原文词时间待MFA步骤
-AUZQgSxyPQ$_$2,match,28,bear,28,bear,False,14.1,14.36,14.1,14.36,,Whisper估计时间；原文词时间待MFA步骤
-AUZQgSxyPQ$_$2,match,29,extracts,29,extracts,False,14.36,15.02,14.36,15.02,,Whisper估计时间；原文词时间待MFA步骤
-AUZQgSxyPQ$_$2,insertion_whisper,,,30,These,False,15.62,15.86,15.62,15.86,,Whisper估计时间；原文词时间待MFA步骤
-AUZQgSxyPQ$_$2,match,30,deliver,31,deliver,False,15.86,16.28,15.86,16.28,,Whisper估计时间；原文词时间待MFA步骤
-AUZQgSxyPQ$_$2,match,31,intense,32,intense,False,16.28,16.78,16.28,16.78,,Whisper估计时间；原文词时间待MFA步骤
-AUZQgSxyPQ$_$2,match,32,healing,33,healing,False,16.78,17.3,16.78,17.3,,Whisper估计时间；原文词时间待MFA步骤
-AUZQgSxyPQ$_$2,match,33,while,34,while,False,17.3,17.98,17.3,17.98,,Whisper估计时间；原文词时间待MFA步骤
-AUZQgSxyPQ$_$2,match,34,smooth,35,smooth,False,17.98,18.34,17.98,18.34,,Whisper估计时间；原文词时间待MFA步骤
-AUZQgSxyPQ$_$2,match,35,granules,36,granules,False,18.34,18.9,18.34,18.9,,Whisper估计时间；原文词时间待MFA步骤
-AUZQgSxyPQ$_$2,match,36,buff,37,buff,False,18.9,19.22,18.9,19.22,,Whisper估计时间；原文词时间待MFA步骤
-AUZQgSxyPQ$_$2,match,37,away,38,away,False,19.22,19.64,19.22,19.64,,Whisper估计时间；原文词时间待MFA步骤
-AUZQgSxyPQ$_$2,match,38,dead,39,dead,False,19.64,20.36,19.64,20.36,,Whisper估计时间；原文词时间待MFA步骤
-AUZQgSxyPQ$_$2,match,39,dry,40,dry,False,20.36,20.96,20.36,20.96,,Whisper估计时间；原文词时间待MFA步骤
-AUZQgSxyPQ$_$2,match,40,skin,41,skin,False,20.96,21.42,20.96,21.42,,Whisper估计时间；原文词时间待MFA步骤
-AUZQgSxyPQ$_$2,match,41,cells,42,cells,False,21.42,21.72,21.42,21.72,,Whisper估计时间；原文词时间待MFA步骤
-HeZS2-Prhc$_$2,insertion_whisper,,,1,today,False,0.0,0.4,0.0,0.4,,Whisper估计时间；原文词时间待MFA步骤
-HeZS2-Prhc$_$2,match,1,The,2,The,False,1.54,1.84,1.54,1.84,,Whisper估计时间；原文词时间待MFA步骤
-HeZS2-Prhc$_$2,match,2,August,3,August,False,1.84,2.14,1.84,2.14,,Whisper估计时间；原文词时间待MFA步骤
-HeZS2-Prhc$_$2,match,3,jobs,4,jobs,False,2.14,2.54,2.14,2.54,,Whisper估计时间；原文词时间待MFA步骤
-HeZS2-Prhc$_$2,match,4,report,5,report,False,2.54,2.92,2.54,2.92,,Whisper估计时间；原文词时间待MFA步骤
-HeZS2-Prhc$_$2,match,5,is,6,is,False,2.92,3.12,2.92,3.12,,Whisper估计时间；原文词时间待MFA步骤
-HeZS2-Prhc$_$2,match,6,out,7,out,False,3.12,3.42,3.12,3.42,,Whisper估计时间；原文词时间待MFA步骤
-HeZS2-Prhc$_$2,match,7,and,8,and,False,3.42,4.02,3.42,4.02,,Whisper估计时间；原文词时间待MFA步骤
-HeZS2-Prhc$_$2,match,8,it,9,it,False,4.02,4.26,4.02,4.26,,Whisper估计时间；原文词时间待MFA步骤
-HeZS2-Prhc$_$2,match,9,was,10,was,False,4.26,4.42,4.26,4.42,,Whisper估计时间；原文词时间待MFA步骤
-HeZS2-Prhc$_$2,match,10,seen,11,seen,False,4.42,4.8,4.42,4.8,,Whisper估计时间；原文词时间待MFA步骤
-HeZS2-Prhc$_$2,match,11,overall,12,overall,False,4.8,5.64,4.8,5.64,,Whisper估计时间；原文词时间待MFA步骤
-HeZS2-Prhc$_$2,substitution,12,as,13,a,False,5.64,6.26,5.64,6.26,,Whisper估计时间；原文词时间待MFA步骤
-HeZS2-Prhc$_$2,match,13,solid,14,solid,False,6.26,6.66,6.26,6.66,,Whisper估计时间；原文词时间待MFA步骤
-HeZS2-Prhc$_$2,match,14,but,15,but,False,6.66,6.92,6.66,6.92,,Whisper估计时间；原文词时间待MFA步骤
-HeZS2-Prhc$_$2,match,15,not,16,not,False,6.92,7.18,6.92,7.18,,Whisper估计时间；原文词时间待MFA步骤
-HeZS2-Prhc$_$2,match,16,great,17,great,False,7.18,7.56,7.18,7.56,,Whisper估计时间；原文词时间待MFA步骤
-HeZS2-Prhc$_$2,insertion_whisper,,,18,The,False,7.78,7.84,7.78,7.84,,Whisper估计时间；原文词时间待MFA步骤
-HeZS2-Prhc$_$2,insertion_whisper,,,19,report,False,7.84,8.06,7.84,8.06,,Whisper估计时间；原文词时间待MFA步骤
-MeTTeMJBNc$_$0,match,1,Okay,1,Okay,False,0.0,1.2,0.0,1.2,,Whisper估计时间；原文词时间待MFA步骤
-MeTTeMJBNc$_$0,match,2,what,2,what,False,1.36,1.52,1.36,1.52,,Whisper估计时间；原文词时间待MFA步骤
-MeTTeMJBNc$_$0,match,3,happens,3,happens,False,1.52,2.0,1.52,2.0,,Whisper估计时间；原文词时间待MFA步骤
-MeTTeMJBNc$_$0,match,4,at,4,at,False,2.0,2.26,2.0,2.26,,Whisper估计时间；原文词时间待MFA步骤
-MeTTeMJBNc$_$0,match,5,this,5,this,False,2.26,2.52,2.26,2.52,,Whisper估计时间；原文词时间待MFA步骤
-MeTTeMJBNc$_$0,match,6,point,6,point,False,2.52,2.88,2.52,2.88,,Whisper估计时间；原文词时间待MFA步骤
-MeTTeMJBNc$_$0,match,7,after,7,after,False,2.88,3.36,2.88,3.36,,Whisper估计时间；原文词时间待MFA步骤
-MeTTeMJBNc$_$0,match,8,we've,8,we've,False,3.36,3.68,3.36,3.68,,Whisper估计时间；原文词时间待MFA步骤
-MeTTeMJBNc$_$0,match,9,taken,9,taken,False,3.68,3.92,3.68,3.92,,Whisper估计时间；原文词时间待MFA步骤
-MeTTeMJBNc$_$0,match,10,this,10,this,False,3.92,4.26,3.92,4.26,,Whisper估计时间；原文词时间待MFA步骤
-MeTTeMJBNc$_$0,match,11,brief,11,brief,False,4.26,4.66,4.26,4.66,,Whisper估计时间；原文词时间待MFA步骤
-MeTTeMJBNc$_$0,match,12,walk,12,walk,False,4.66,5.1,4.66,5.1,,Whisper估计时间；原文词时间待MFA步骤
-MeTTeMJBNc$_$0,match,13,down,13,down,False,5.1,5.46,5.1,5.46,,Whisper估计时间；原文词时间待MFA步骤
-MeTTeMJBNc$_$0,match,14,memory,14,memory,False,5.46,5.84,5.46,5.84,,Whisper估计时间；原文词时间待MFA步骤
-MeTTeMJBNc$_$0,match,15,lane,15,lane,False,5.84,6.32,5.84,6.32,,Whisper估计时间；原文词时间待MFA步骤
-MeTTeMJBNc$_$0,match,16,is,16,is,False,6.32,6.9,6.32,6.9,,Whisper估计时间；原文词时间待MFA步骤
-MeTTeMJBNc$_$0,match,17,the,17,the,False,6.9,7.1,6.9,7.1,,Whisper估计时间；原文词时间待MFA步骤
-MeTTeMJBNc$_$0,match,18,presentation,18,presentation,False,7.1,7.54,7.1,7.54,,Whisper估计时间；原文词时间待MFA步骤
-MeTTeMJBNc$_$0,match,19,of,19,of,False,7.54,8.0,7.54,8.0,,Whisper估计时间；原文词时间待MFA步骤
-MeTTeMJBNc$_$0,match,20,the,20,the,False,8.0,8.18,8.0,8.18,,Whisper估计时间；原文词时间待MFA步骤
-MeTTeMJBNc$_$0,match,21,gift,21,gift,False,8.18,8.44,8.18,8.44,,Whisper估计时间；原文词时间待MFA步骤
-MeTTeMJBNc$_$13,insertion_whisper,,,1,Whatever,False,0.0,0.06,0.0,0.06,,Whisper估计时间；原文词时间待MFA步骤
-MeTTeMJBNc$_$13,match,1,It,2,it,False,0.06,0.18,0.06,0.18,,Whisper估计时间；原文词时间待MFA步骤
-MeTTeMJBNc$_$13,insertion_whisper,,,3,is,False,0.18,0.54,0.18,0.54,,Whisper估计时间；原文词时间待MFA步骤
-MeTTeMJBNc$_$13,match,2,just,4,just,False,0.54,1.26,0.54,1.26,,Whisper估计时间；原文词时间待MFA步骤
-MeTTeMJBNc$_$13,match,3,needs,5,needs,False,1.26,1.58,1.26,1.58,,Whisper估计时间；原文词时间待MFA步骤
-MeTTeMJBNc$_$13,match,4,to,6,to,False,1.58,1.8,1.58,1.8,,Whisper估计时间；原文词时间待MFA步骤
-MeTTeMJBNc$_$13,match,5,be,7,be,False,1.8,1.94,1.8,1.94,,Whisper估计时间；原文词时间待MFA步骤
-MeTTeMJBNc$_$13,match,6,a,8,a,False,1.94,2.1,1.94,2.1,,Whisper估计时间；原文词时间待MFA步骤
-MeTTeMJBNc$_$13,match,7,simple,9,simple,False,2.1,2.5,2.1,2.5,,Whisper估计时间；原文词时间待MFA步骤
-MeTTeMJBNc$_$13,match,8,statement,10,statement,False,2.5,3.12,2.5,3.12,,Whisper估计时间；原文词时间待MFA步骤
-MeTTeMJBNc$_$13,match,9,and,11,and,False,3.12,3.68,3.12,3.68,,Whisper估计时间；原文词时间待MFA步骤
-MeTTeMJBNc$_$13,match,10,then,12,then,False,3.68,3.78,3.68,3.78,,Whisper估计时间；原文词时间待MFA步骤
-MeTTeMJBNc$_$13,match,11,you,13,you,False,3.78,3.92,3.78,3.92,,Whisper估计时间；原文词时间待MFA步骤
-MeTTeMJBNc$_$13,match,12,present,14,present,False,3.92,4.26,3.92,4.26,,Whisper估计时间；原文词时间待MFA步骤
-MeTTeMJBNc$_$13,match,13,the,15,the,False,4.26,4.5,4.26,4.5,,Whisper估计时间；原文词时间待MFA步骤
-MeTTeMJBNc$_$13,match,14,gift,16,gift,False,4.5,4.72,4.5,4.72,,Whisper估计时间；原文词时间待MFA步骤
-MeTTeMJBNc$_$7,match,1,Maybe,1,Maybe,False,0.0,0.66,0.0,0.66,,Whisper估计时间；原文词时间待MFA步骤
-MeTTeMJBNc$_$7,match,2,you,2,you,False,0.66,0.9,0.66,0.9,,Whisper估计时间；原文词时间待MFA步骤
-MeTTeMJBNc$_$7,match,3,could,3,could,False,0.9,1.16,0.9,1.16,,Whisper估计时间；原文词时间待MFA步骤
-MeTTeMJBNc$_$7,match,4,find,4,find,False,1.16,1.8,1.16,1.8,,Whisper估计时间；原文词时间待MFA步骤
-MeTTeMJBNc$_$7,match,5,a,5,a,False,1.8,2.0,1.8,2.0,,Whisper估计时间；原文词时间待MFA步骤
-MeTTeMJBNc$_$7,match,6,picture,6,picture,False,2.0,2.2,2.0,2.2,,Whisper估计时间；原文词时间待MFA步骤
-MeTTeMJBNc$_$7,match,7,of,7,of,False,2.2,2.54,2.2,2.54,,Whisper估计时间；原文词时间待MFA步骤
-MeTTeMJBNc$_$7,match,8,the,8,the,False,2.54,2.66,2.54,2.66,,Whisper估计时间；原文词时间待MFA步骤
-MeTTeMJBNc$_$7,match,9,couple,9,couple,False,2.66,2.94,2.66,2.94,,Whisper估计时间；原文词时间待MFA步骤
-MeTTeMJBNc$_$7,match,10,from,10,from,False,2.94,3.36,2.94,3.36,,Whisper估计时间；原文词时间待MFA步骤
-MeTTeMJBNc$_$7,match,11,their,11,their,False,3.36,3.86,3.36,3.86,,Whisper估计时间；原文词时间待MFA步骤
-MeTTeMJBNc$_$7,match,12,wedding,12,wedding,False,3.86,4.26,3.86,4.26,,Whisper估计时间；原文词时间待MFA步骤
-MeTTeMJBNc$_$7,match,13,or,13,or,False,4.26,4.74,4.26,4.74,,Whisper估计时间；原文词时间待MFA步骤
-MeTTeMJBNc$_$7,insertion_whisper,,,14,some,False,4.74,5.04,4.74,5.04,,Whisper估计时间；原文词时间待MFA步骤
-MeTTeMJBNc$_$7,substitution,14,sometime,15,time,False,5.04,5.3,5.04,5.3,,Whisper估计时间；原文词时间待MFA步骤
-MeTTeMJBNc$_$7,match,15,in,16,in,False,5.3,5.48,5.3,5.48,,Whisper估计时间；原文词时间待MFA步骤
-MeTTeMJBNc$_$7,match,16,their,17,their,False,5.48,5.6,5.48,5.6,,Whisper估计时间；原文词时间待MFA步骤
-MeTTeMJBNc$_$7,match,17,life,18,life,False,5.6,6.02,5.6,6.02,,Whisper估计时间；原文词时间待MFA步骤
-MeTTeMJBNc$_$7,match,18,or,19,or,False,6.02,6.22,6.02,6.22,,Whisper估计时间；原文词时间待MFA步骤
-MeTTeMJBNc$_$7,match,19,maybe,20,maybe,False,6.22,6.4,6.22,6.4,,Whisper估计时间；原文词时间待MFA步骤
-MeTTeMJBNc$_$7,match,20,even,21,even,False,6.4,6.68,6.4,6.68,,Whisper估计时间；原文词时间待MFA步骤
-MeTTeMJBNc$_$7,match,21,a,22,a,False,6.68,6.88,6.68,6.88,,Whisper估计时间；原文词时间待MFA步骤
-MeTTeMJBNc$_$7,match,22,current,23,current,False,6.88,7.22,6.88,7.22,,Whisper估计时间；原文词时间待MFA步骤
-MeTTeMJBNc$_$7,match,23,picture,24,picture,False,7.22,7.72,7.22,7.72,,Whisper估计时间；原文词时间待MFA步骤
-MeTTeMJBNc$_$7,match,24,and,25,and,False,7.72,8.26,7.72,8.26,,Whisper估计时间；原文词时间待MFA步骤
-MeTTeMJBNc$_$7,match,25,have,26,have,False,8.26,8.42,8.26,8.42,,Whisper估计时间；原文词时间待MFA步骤
-MeTTeMJBNc$_$7,match,26,it,27,it,False,8.42,8.56,8.42,8.56,,Whisper估计时间；原文词时间待MFA步骤
-MeTTeMJBNc$_$7,match,27,put,28,put,False,8.56,8.7,8.56,8.7,,Whisper估计时间；原文词时间待MFA步骤
-MeTTeMJBNc$_$7,match,28,in,29,in,False,8.7,8.82,8.7,8.82,,Whisper估计时间；原文词时间待MFA步骤
-MeTTeMJBNc$_$7,match,29,a,30,a,False,8.82,8.94,8.82,8.94,,Whisper估计时间；原文词时间待MFA步骤
-MeTTeMJBNc$_$7,match,30,beautiful,31,beautiful,False,8.94,9.2,8.94,9.2,,Whisper估计时间；原文词时间待MFA步骤
-MeTTeMJBNc$_$7,match,31,frame,32,frame,False,9.2,9.7,9.2,9.7,,Whisper估计时间；原文词时间待MFA步骤
-RfYyzHpjk4$_$11,match,1,So,1,So,False,0.0,0.74,0.0,0.74,,Whisper估计时间；原文词时间待MFA步骤
